,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag
12641,156.0,fha,,,burnaby,2021-04-12,2021-04-15,,,other,9.0,9.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12642,157.0,fha,,,surrey,2021-04-12,2021-04-24,,,manufacturing /industry,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-15,no,no,yes,,no,15-2021,,15-2021,f22-1445 records_part3.pdf,
12643,158.0,fha,,,port coquitlam,2021-04-12,2021-05-14,,,food processing,6.0,6.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12644,159.0,fha,,,langley,2021-04-12,2021-05-07,,,retail,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-16,no,no,yes,,no,15-2021,,15-2021,f22-1445 records_part3.pdf,
12645,160.0,vch,,,vancouver,2021-04-12,,2021-04-12,2021-05-01,office,,4.0,partially closed or widespread isolation by ph,yes,no,no,,yes,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12646,161.0,nha,,,unknown,2021-04-12,2021-04-29,,,manufacturing /industry,6.0,6.0,"open (if open, reason for non- closure)",no,no,no,,unknown,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12647,162.0,fha,,,surrey,2021-04-13,2021-04-21,,,gym/fitness,4.0,4.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12648,163.0,fha,,,surrey,2021-04-13,2021-05-04,,,transportation,3.0,3.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12649,164.0,fha,,,burnaby,2021-04-13,2021-05-04,,,gym/fitness,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-18,no,no,yes,,no,15-2021,,16-2021,f22-1445 records_part3.pdf,
12650,165.0,fha,,,bbotsfor,2021-04-13,2021-04-28,,,gym/fitness,15.0,15.0,[1] closed,yes,yes,unknown,2021-04-15,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12651,166.0,fha,,,elta,2021-04-13,2021-05-21,,,transportation,17.0,17.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12652,167.0,fha,,,urrey,2021-04-13,2021-04-25,,,maintenance/t rades/construc tion,5.0,5.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12653,168.0,viha,,,ictoria,2021-04-13,,2021-04-02,2021-04-17,gym/fitness,0.0,6.0,closed,yes,yes,no,,unknown,no,no,136.0,no,15-2021,,,f22-1445 records_part3.pdf,
12654,169.0,viha,,,ictoria,2021-04-13,,2021-04-11,2021-04-23,other,0.0,7.0,closed,yes,no,yes,,unknown,no,no,130.0,no,15-2021,,,f22-1445 records_part3.pdf,
12655,170.0,vch,,,ancouver,2021-04-13,,2021-04-13,2021-05-05,school/daycare,,19.0,partially closed or widespread isolation by ph,yes,no,no,2021-04-16,yes,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12656,171.0,nha,,,nknown,2021-04-13,2021-05-06,,,manufacturing /industry,5.0,7.0,voluntary closure,yes,no,yes,,unknown,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12657,172.0,fha,,,elta,2021-04-14,2021-05-19,,,warehouse,6.0,6.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12658,173.0,fha,,,urrey,2021-04-14,2021-05-06,,,restaurant/bar /lounge,4.0,4.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12659,174.0,fha,,,urrey,2021-04-14,2021-04-27,,,retail,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-16,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12660,175.0,fha,,,urrey,2021-04-14,2021-04-24,,,retail,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-14,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12661,176.0,fha,,,urrey,2021-04-14,2021-04-24,,,restaurant/bar /lounge,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-15,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12662,177.0,fha,,,urnaby,2021-04-14,2021-04-27,,,transportation,7.0,7.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12663,178.0,fha,,,ort oquitlam,2021-04-14,2021-04-27,,,manufacturing /industry,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-18,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12664,179.0,fha,,,bbotsfor,2021-04-14,2021-05-03,,,farm/agricultu re,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-15,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12665,180.0,fha,,,elta,2021-04-14,2021-05-09,,,retail,11.0,11.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12666,181.0,fha,,,ort oquitlam,2021-04-14,2021-05-06,,,maintenance/t rades/construc tion,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-14,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12667,182.0,vch,,,ancouver,2021-04-14,,2021-04-14,2021-05-05,manufacturing /industry,,4.0,partially closed or widespread isolation by ph,yes,no,no,,yes,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12668,183.0,nha,,,nknown,2021-04-14,2021-04-29,,,maintenance/t rades/construc tion,3.0,4.0,voluntary closure,yes,no,yes,,unknown,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12669,184.0,fha,,,urnaby,2021-04-15,2021-05-08,,,transportation,12.0,12.0,[1] closed,yes,yes,unknown,2021-04-16,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12670,185.0,fha,,,urrey,2021-04-15,2021-04-30,,,gym/fitness,13.0,13.0,[1] closed,yes,yes,unknown,2021-04-16,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12671,186.0,fha,,,urnaby,2021-04-15,2021-05-11,,,manufacturing /industry,25.0,25.0,[1] closed,yes,yes,unknown,2021-04-18,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12672,187.0,fha,,,angley,2021-04-15,2021-04-29,,,manufacturing /industry,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-17,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12673,188.0,fha,,,angley,2021-04-15,2021-05-06,,,restaurant/bar /lounge,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-16,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12674,189.0,vch,,,ancouver,2021-04-15,,2021-04-15,2021-05-01,office,,3.0,partially closed or widespread isolation by ph,yes,no,no,,yes,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12675,190.0,fha,,,hilliwack,2021-04-16,2021-04-21,,,gym/fitness,3.0,3.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12676,191.0,fha,,,angley,2021-04-16,2021-05-08,,,retail,11.0,11.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12677,192.0,fha,,,elta,2021-04-16,2021-04-26,,,retail,7.0,7.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12678,193.0,fha,,,urrey,2021-04-16,2021-04-30,,,retail,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-18,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12679,194.0,fha,,,urnaby,2021-04-16,2021-05-06,,,other,4.0,4.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12680,195.0,vch,,,ancouver,2021-04-16,,2021-04-16,2021-05-01,office,,3.0,partially closed or widespread isolation by ph,yes,no,no,,yes,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12681,196.0,vch,,,ichmond,2021-04-16,,2021-04-16,2021-05-04,other,,4.0,managed without closure (not closed),no,no,no,,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12682,197.0,vch,,,ancouver,2021-04-16,,2021-04-16,2021-05-09,retail,,21.0,ordered closed by ph,yes,yes,no,2021-04-21,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12683,198.0,fha,,,ort oquitlam,2021-04-17,2021-04-26,,,transportation,4.0,4.0,,no,no,unknown,,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12684,199.0,fha,,,urnaby,2021-04-17,2021-04-29,,,manufacturing /industry,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-18,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12685,200.0,vch,,,orth ancouver,2021-04-17,,2021-04-17,2021-05-02,retail,,3.0,managed without closure (not closed),no,no,no,,no,no,yes,,no,15-2021,,,f22-1445 records_part3.pdf,
12686,201.0,vch,,,est ancouver,2021-04-17,,2021-04-17,2021-05-14,maintenance/t rades/construc tion,,12.0,ordered closed by ph,yes,yes,no,2021-04-24,no,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12687,202.0,nha,,,nknown,2021-04-17,2021-05-20,,,health care facility (acute/ltc),,5.0,"open (if open, reason for non- closure)",no,no,no,,unknown,no,no,,no,15-2021,,,f22-1445 records_part3.pdf,
12688,203.0,fha,,,bbotsfor,2021-04-18,2021-04-18,,,other,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12689,204.0,fha,,,ort oquitlam,2021-04-18,2021-05-06,,,gym/fitness,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-19,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12690,205.0,fha,,,urrey,2021-04-18,2021-05-05,,,retail,13.0,13.0,[1] closed,yes,yes,unknown,2021-04-20,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12691,206.0,fha,,,urrey,2021-04-18,2021-05-05,,,gym/fitness,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12692,207.0,vch,,,orth ancouver,2021-04-18,,2021-04-18,2021-05-12,school/daycare,,11.0,ordered closed by ph,yes,yes,no,2021-04-06,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12693,208.0,nha,,,nknown,2021-04-18,2021-05-06,,,maintenance/t rades/construc tion,3.0,3.0,voluntary closure,yes,no,yes,,unknown,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12694,209.0,fha,,,urrey,2021-04-19,2021-04-29,,,office,6.0,6.0,[1] closed,yes,no,unknown,2021-04-21,yes,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12695,210.0,fha,,,urnaby,2021-04-19,2021-05-07,,,office,10.0,10.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12696,211.0,fha,,,urrey,2021-04-19,2021-05-04,,,manufacturing /industry,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-20,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12697,212.0,fha,,,angley,2021-04-19,2021-04-29,,,manufacturing /industry,4.0,4.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12698,213.0,fha,,,angley,2021-04-19,2021-05-03,,,manufacturing /industry,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-21,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12699,214.0,fha,,,urnaby,2021-04-19,2021-05-01,,,office,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12700,215.0,fha,,,angley,2021-04-19,2021-05-10,,,food processing,7.0,7.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12701,216.0,fha,,,urrey,2021-04-19,2021-04-20,,,office,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12702,217.0,fha,,,elta,2021-04-19,2021-04-26,,,farm/agricultu re,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12703,218.0,fha,,,urrey,2021-04-19,2021-05-03,,,retail,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-20,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12704,219.0,fha,,,elta,2021-04-19,2021-05-01,,,food processing,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12705,220.0,fha,,,urrey,2021-04-19,2021-04-29,,,manufacturing /industry,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12706,221.0,fha,,,aple idge,2021-04-19,2021-05-05,,,retail,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-21,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12707,222.0,fha,,,oquitlam,2021-04-19,2021-05-26,,,office,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-20,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12708,223.0,fha,,,elta,2021-04-19,2021-05-17,,,retail,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12709,224.0,fha,,,ort oquitlam,2021-04-19,2021-04-30,,,manufacturing /industry,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-22,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12710,225.0,fha,,,elta,2021-04-19,2021-05-07,,,transportation,4.0,4.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12711,226.0,fha,,,bbotsfor,2021-04-19,2021-05-16,,,retail,9.0,9.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12712,227.0,vch,,,ichmond,2021-04-19,,2021-04-19,2021-05-11,food processing,,5.0,managed without closure (not closed),no,no,no,,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12713,228.0,fha,,,urnaby,2021-04-20,2021-05-01,,,maintenance/t rades/construc tion,4.0,4.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12714,229.0,fha,,,urrey,2021-04-20,2021-04-28,,,warehouse,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12715,230.0,fha,,,urnaby,2021-04-20,2021-04-30,,,maintenance/t rades/construc tion,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12716,231.0,fha,,,oquitlam,2021-04-20,2021-05-06,,,manufacturing /industry,7.0,7.0,[1] closed,yes,yes,unknown,2021-04-21,no,no,yes,,no,16-2021,,,f22-1445 records_part3.pdf,
12717,232.0,fha,,,delta,2021-04-20,2021-05-04,,,transportation,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-21,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12718,233.0,fha,,,surrey,2021-04-20,2021-05-03,,,personal care,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-21,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12719,234.0,fha,,,langley,2021-04-20,2021-05-09,,,maintenance/t rades/construc tion,35.0,35.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12720,235.0,fha,,,surrey,2021-04-20,2021-04-27,,,gym/fitness,11.0,11.0,[1] closed,yes,yes,unknown,2021-04-20,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12721,236.0,fha,,,burnaby,2021-04-20,2021-05-04,,,manufacturing /industry,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12722,237.0,fha,,,delta,2021-04-20,2021-04-30,,,maintenance/t rades/construc tion,3.0,3.0,[1] closed,yes,no,unknown,2021-04-21,yes,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12723,238.0,fha,,,abbotsfor d,2021-04-20,2021-05-05,,,personal care,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-22,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12724,239.0,fha,,,abbotsfor d,2021-04-20,2021-04-29,,,office,4.0,4.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12725,240.0,fha,,,langley,2021-04-20,2021-04-20,,,personal care,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12726,241.0,fha,,,port coquitlam,2021-04-20,2021-04-20,,,gym/fitness,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12727,242.0,fha,,,abbotsfor d,2021-04-20,2021-05-02,,,office,3.0,3.0,[1] closed,yes,no,unknown,2021-04-21,yes,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12728,243.0,viha,,,duncan,2021-04-20,,2021-04-15,2021-04-20,office,0.0,3.0,open,no,no,no,,unknown,no,yes,133.0,no,16-2021,,,f22-1445 records_part3.pdf,
12729,244.0,viha,,,nanaimo,2021-04-20,,2021-04-09,2021-04-20,food processing,0.0,3.0,open,no,no,no,,unknown,no,yes,133.0,no,16-2021,,,f22-1445 records_part3.pdf,
12730,245.0,nha,,,unknown,2021-04-20,2021-04-26,,,restaurant/bar /lounge,4.0,4.0,voluntary closure,yes,no,yes,,unknown,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12731,246.0,fha,,,surrey,2021-04-21,2021-05-13,,,manufacturing /industry,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-22,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12732,247.0,fha,,,surrey,2021-04-21,2021-05-07,,,transportation,6.0,6.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12733,248.0,fha,,,abbotsfor d,2021-04-21,2021-05-01,,,farm/agricultu re,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12734,249.0,fha,,,burnaby,2021-04-21,2021-05-01,,,maintenance/t rades/construc tion,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12735,250.0,fha,,,chilliwack,2021-04-21,2021-05-18,,,first responder,6.0,6.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12736,251.0,viha,,,victoria,2021-04-21,,2021-04-20,2021-04-27,office,0.0,10.0,closed,yes,no,yes,,unknown,no,no,126.0,no,16-2021,,,f22-1445 records_part3.pdf,
12737,252.0,viha,,,victoria,2021-04-21,,2021-04-20,2021-04-21,other,0.0,3.0,open,no,no,no,,unknown,no,yes,132.0,no,16-2021,,,f22-1445 records_part3.pdf,
12738,253.0,viha,,,victoria,2021-04-21,,2021-04-17,2021-04-26,hospitality/ser vices,0.0,4.0,open,no,no,no,,unknown,no,yes,127.0,no,16-2021,,,f22-1445 records_part3.pdf,
12739,254.0,vch,,,vancouver,2021-04-21,,2021-04-21,2021-05-11,retail,,5.0,partially closed or widespread isolation by ph,yes,no,no,,yes,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12740,255.0,fha,,,surrey,2021-04-22,2021-05-05,,,office,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-23,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12741,256.0,fha,,,maple ridge,2021-04-22,2021-05-14,,,manufacturing /industry,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-23,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12742,257.0,fha,,,langley,2021-04-22,2021-05-13,,,manufacturing /industry,19.0,19.0,[1] closed,yes,yes,unknown,2021-04-23,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12743,258.0,fha,,,abbotsfor d,2021-04-22,2021-05-04,,,retail,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12744,259.0,fha,,,burnaby,2021-04-22,2021-05-11,,,gym/fitness,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12745,260.0,fha,,,langley,2021-04-22,2021-04-29,,,gym/fitness,4.0,4.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12746,261.0,fha,,,surrey,2021-04-22,2021-04-29,,,maintenance/t rades/construc tion,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-24,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12747,262.0,fha,,,delta,2021-04-22,2021-04-27,,,other,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12748,263.0,fha,,,abbotsfor d,2021-04-22,2021-05-12,,,manufacturing /industry,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12749,264.0,fha,,,langley,2021-04-22,2021-05-10,,,retail,6.0,6.0,[1] closed,yes,yes,unknown,2021-04-23,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12750,265.0,fha,,,surrey,2021-04-22,2021-05-04,,,restaurant/bar /lounge,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-22,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12751,266.0,fha,,,surrey,2021-04-23,2021-05-03,,,gym/fitness,5.0,5.0,[1] closed,yes,yes,unknown,2021-04-23,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12752,267.0,fha,,,langley,2021-04-23,2021-05-08,,,manufacturing /industry,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-24,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12753,268.0,fha,,,surrey,2021-04-23,2021-05-11,,,manufacturing /industry,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-24,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12754,269.0,fha,,,maple ridge,2021-04-23,2021-05-01,,,office,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12755,270.0,fha,,,abbotsfor d,2021-04-23,2021-05-11,,,office,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-25,no,no,yes,,no,16-2021,,17-2021,f22-1445 records_part3.pdf,
12756,271.0,fha,,,surrey,2021-04-23,2021-06-09,,,retail,15.0,15.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12757,272.0,fha,,,surrey,2021-04-23,2021-05-11,,,other,8.0,8.0,[1] closed,yes,yes,unknown,2021-04-26,no,no,yes,,no,16-2021,,17-2021,f22-1445 records_part3.pdf,
12758,273.0,fha,,,langley,2021-04-23,2021-04-27,,,restaurant/bar /lounge,3.0,3.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12759,274.0,fha,,,surrey,2021-04-23,2021-05-26,,,gym/fitness,8.0,8.0,[1] closed,yes,yes,unknown,2021-05-05,no,no,yes,,no,16-2021,,18-2021,f22-1445 records_part3.pdf,
12760,275.0,fha,,,burnaby,2021-04-23,2021-05-06,,,manufacturing /industry,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-23,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12761,276.0,fha,,,burnaby,2021-04-24,2021-05-12,,,transportation,5.0,5.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12762,277.0,fha,,,surrey,2021-04-24,2021-05-19,,,manufacturing /industry,8.0,8.0,,no,no,unknown,,no,no,no,,no,16-2021,,,f22-1445 records_part3.pdf,
12763,278.0,fha,,,langley,2021-04-24,2021-05-04,,,retail,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-25,no,no,yes,,no,16-2021,,17-2021,f22-1445 records_part3.pdf,
12764,279.0,fha,,,surrey,2021-04-24,2021-05-04,,,retail,6.0,6.0,[1] closed,yes,yes,unknown,2021-04-25,no,no,yes,,no,16-2021,,17-2021,f22-1445 records_part3.pdf,
12765,280.0,fha,,,maple ridge,2021-04-24,2021-05-06,,,restaurant/bar /lounge,6.0,6.0,[1] closed,yes,no,unknown,2021-04-24,yes,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12766,281.0,fha,,,chilliwack,2021-04-24,2021-05-14,,,other,6.0,6.0,[1] closed,yes,yes,unknown,2021-04-24,no,no,yes,,no,16-2021,,16-2021,f22-1445 records_part3.pdf,
12767,282.0,vch,,,vancouver,2021-04-24,,2021-04-24,2021-05-16,maintenance/t rades/construc tion,,4.0,voluntarily closed by operator,yes,no,yes,2021-04-29,no,no,no,,no,16-2021,,17-2021,f22-1445 records_part3.pdf,
12768,283.0,fha,,,abbotsfor d,2021-04-25,2021-05-12,,,gym/fitness,5.0,5.0,,no,no,unknown,,no,no,no,,no,17-2021,,,f22-1445 records_part3.pdf,
12769,284.0,fha,,,new westminst er,2021-04-25,2021-05-08,,,warehouse,14.0,14.0,[1] closed,yes,yes,unknown,2021-04-26,no,no,yes,,no,17-2021,,17-2021,f22-1445 records_part3.pdf,
12770,285.0,viha,,,victoria,2021-04-25,,2021-04-21,2021-04-28,restaurant/bar /lounge,0.0,7.0,closed,yes,no,yes,,unknown,no,no,125.0,no,17-2021,,,f22-1445 records_part3.pdf,
12771,286.0,viha,,,langford,2021-04-25,,2021-04-18,2021-04-25,office,0.0,3.0,closed,yes,no,yes,,unknown,no,no,128.0,no,17-2021,,,f22-1445 records_part3.pdf,
12772,287.0,vch,,,vancouver,2021-04-25,,2021-04-25,2021-05-26,school/daycare,,8.0,partially closed or widespread isolation by ph,yes,no,no,,yes,no,no,,no,17-2021,,,f22-1445 records_part3.pdf,
12773,288.0,nha,,,unknown,2021-04-25,2021-05-03,,,restaurant/bar /lounge,2.0,6.0,voluntary closure,yes,no,yes,,unknown,no,no,,no,17-2021,,,f22-1445 records_part3.pdf,
12774,289.0,fha,,,langley,2021-04-26,2021-05-09,,,farm/agricultu re,3.0,3.0,[2] not closed: insufficient evidence of recent transmission,no,no,unknown,,no,no,yes,,no,17-2021,,,f22-1445 records_part3.pdf,
12775,290.0,fha,,,delta,2021-04-26,2021-05-11,,,office,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-26,no,no,yes,,no,17-2021,,17-2021,f22-1445 records_part3.pdf,
12776,291.0,fha,,,abbotsfor d,2021-04-26,2021-05-08,,,manufacturing /industry,4.0,4.0,[1] closed,yes,yes,unknown,2021-04-27,no,no,yes,,no,17-2021,,17-2021,f22-1445 records_part3.pdf,
12777,292.0,fha,,,surrey,2021-04-26,2021-05-14,,,retail,14.0,14.0,[1] closed,yes,yes,unknown,2021-04-27,no,no,yes,,no,17-2021,,17-2021,f22-1445 records_part3.pdf,
12778,293.0,fha,,,langley,2021-04-26,2021-05-06,,,manufacturing /industry,3.0,3.0,[1] closed,yes,yes,unknown,2021-04-27,no,no,yes,,no,17-2021,,17-2021,f22-1445 records_part3.pdf,
12779,294.0,fha,,,burnaby,2021-04-26,2021-04-26,,,manufacturing /industry,4.0,4.0,[2] not closed: insufficient evidence of recent transmission,no,no,unknown,,no,no,yes,,no,17-2021,,,f22-1445 records_part3.pdf,
