,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag,consolidated_status
11913,60.0,NHA,,,Unknown,2021-04-05,2021-04-13,,,Manufacturing/Industry,,3.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,Not closed
11914,61.0,FHA,,,Surrey,2021-04-06,2021-04-16,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-07,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,Closed
11915,62.0,FHA,,,Delta,2021-04-06,2021-04-14,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,
11916,63.0,FHA,,,Pitt Meadows,2021-04-06,2021-04-06,,,Office,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,
11917,64.0,FHA,,,Surrey,2021-04-06,2021-04-16,,,Food Processing,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,
11918,65.0,FHA,,,Surrey,2021-04-06,2021-04-19,,,Office,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,
11919,66.0,FHA,,,Port Moody,2021-04-06,2021-04-15,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-08,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,Closed
11920,67.0,FHA,,,Port Coquitlam,2021-04-06,2021-04-16,,,Transportation,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,
11921,68.0,FHA,,,Abbotsford,2021-04-06,2021-04-19,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-06,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,Closed
11922,69.0,FHA,,,New Westminster,2021-04-06,2021-04-14,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-09,No,,No,,No,14-2021,48,,F22-1445 Records_Part3.pdf,,Closed
11923,70.0,FHA,,,Burnaby,2021-04-06,2021-04-20,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11924,71.0,FHA,,,Langley,2021-04-06,2021-04-30,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11925,72.0,FHA,,,Delta,2021-04-06,2021-04-21,,,Retail,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11926,73.0,FHA,,,Surrey,2021-04-06,2021-04-20,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11927,74.0,FHA,,,Surrey,2021-04-06,2021-04-19,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-09,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,Closed
11928,75.0,FHA,,,Burnaby,2021-04-06,2021-04-24,,,Retail,6.0,6.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11929,76.0,VCH,,,Vancouver,2021-04-06,,2021-04-06,2021-04-27,Gym/Fitness,,3.0,Ordered closed by PH,Yes,,No,2021-04-16,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,Closed
11930,77.0,FHA,,,Surrey,2021-04-07,2021-04-22,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-08,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,Closed
11931,78.0,FHA,,,Port Coquitlam,2021-04-07,2021-04-19,,,Food Processing,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11932,79.0,FHA,,,Maple Ridge,2021-04-07,2021-04-23,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-09,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,Closed
11933,80.0,FHA,,,Port Coquitlam,2021-04-07,2021-05-11,,,Office,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,Closed
11934,81.0,FHA,,,Langley,2021-04-07,2021-04-18,,,Other,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11935,82.0,FHA,,,Abbotsford,2021-04-07,2021-05-14,,,Retail,14.0,14.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11936,83.0,FHA,,,Delta,2021-04-07,2021-04-20,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11937,84.0,FHA,,,Burnaby,2021-04-07,2021-04-17,,,Retail,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11938,85.0,FHA,,,Burnaby,2021-04-07,2021-04-24,,,Maintenance/Trades/Construction,17.0,17.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11939,86.0,FHA,,,Delta,2021-04-07,2021-05-01,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,
11940,87.0,FHA,,,Langley,2021-04-07,2021-04-20,,,Restaurant/Bar/Lounge,3.0,3.0,Closed,Yes,,Unknown,2021-04-09,No,,No,,No,14-2021,49,,F22-1445 Records_Part3.pdf,,Closed
11941,88.0,FHA,,,Burnaby,2021-04-07,2021-04-24,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,
11942,89.0,FHA,,,Surrey,2021-04-07,2021-04-28,,,Food Processing,13.0,13.0,,No,,Unknown,,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,
11943,90.0,VCH,,,North Vancouver,2021-04-07,,2021-04-07,2021-04-26,Shelter/SRO/Congregate Housing,,3.0,Essential function (not closed),No,,No,,No,,Yes,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Essential function (not closed)
11944,91.0,VCH,,,West Vancouver,2021-04-07,,2021-04-07,2021-04-27,Hospitality/Services,,7.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
11945,92.0,NHA,,,Unknown,2021-04-07,2021-06-09,,,Manufacturing/Industry,,18.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Not closed
11946,93.0,FHA,,,Langley,2021-04-08,2021-04-26,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11947,94.0,FHA,,,Surrey,2021-04-08,2021-04-29,,,Office,12.0,12.0,Closed,Yes,,Unknown,2021-04-18,Yes,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11948,95.0,FHA,,,Port Moody,2021-04-08,2021-06-17,,,Gym/Fitness,29.0,29.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11949,96.0,FHA,,,Surrey,2021-04-08,2021-04-22,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-09,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11950,97.0,FHA,,,Surrey,2021-04-08,2021-05-15,,,Gym/Fitness,10.0,10.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11951,98.0,FHA,,,Burnaby,2021-04-08,2021-05-11,,,Gym/Fitness,12.0,12.0,Closed,Yes,,Unknown,2021-05-02,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11952,99.0,VCH,,,Vancouver,2021-04-08,,2021-04-08,2021-04-23,Restaurant/Bar/Lounge,,4.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
11953,100.0,VCH,,,North Vancouver,2021-04-08,,2021-04-08,2021-04-25,Gym/Fitness,,8.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Not closed
11954,101.0,VCH,,,Vancouver,2021-04-08,,2021-04-08,2021-04-25,Other,,3.0,Not a worksite,No,,No,,No,,Yes,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Not a worksite
11955,102.0,VCH,,,Vancouver,2021-04-08,,2021-04-08,2021-04-30,Retail,,6.0,Voluntarily closed by operator,Yes,,Yes,,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,Closed
11956,103.0,FHA,,,Surrey,2021-04-09,2021-04-21,,,Warehouse,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,50,,F22-1445 Records_Part3.pdf,,
11957,104.0,FHA,,,Surrey,2021-04-09,2021-04-19,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11958,105.0,FHA,,,Coquitlam,2021-04-09,2021-04-19,,,Restaurant/Bar/Lounge,8.0,8.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11959,106.0,FHA,,,Surrey,2021-04-09,2021-04-26,,,Retail,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11960,107.0,FHA,,,Port Coquitlam,2021-04-09,2021-04-11,,,Other,3.0,3.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11961,108.0,FHA,,,Surrey,2021-04-09,2021-04-21,,,Office,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11962,109.0,FHA,,,Abbotsford,2021-04-09,2021-05-17,,,Office,28.0,28.0,Closed,Yes,,Unknown,2021-04-10,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11963,110.0,FHA,,,Abbotsford,2021-04-09,2021-04-30,,,Manufacturing/Industry,14.0,14.0,Closed,Yes,,Unknown,2021-04-10,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11964,111.0,FHA,,,Coquitlam,2021-04-09,2021-04-21,,,First Responder,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11965,112.0,FHA,,,New Westminster,2021-04-09,2021-04-22,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-10,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11966,113.0,FHA,,,Burnaby,2021-04-09,2021-04-30,,,Gym/Fitness,12.0,12.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11967,114.0,FHA,,,Surrey,2021-04-09,2021-04-23,,,Office,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11968,115.0,FHA,,,Surrey,2021-04-09,2021-05-29,,,Food Processing,11.0,11.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11969,116.0,FHA,,,Coquitlam,2021-04-09,2021-05-02,,,Retail,5.0,5.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11970,117.0,VCH,,,Vancouver,2021-04-09,,2021-04-09,2021-04-30,Other,,5.0,Not a worksite,No,,No,,No,,Yes,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Not a worksite
11971,118.0,VCH,,,North Vancouver,2021-04-09,,2021-04-09,2021-05-07,Other,,19.0,Voluntarily closed by operator,Yes,,Yes,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,Closed
11972,119.0,FHA,,,Delta,2021-04-10,2021-04-19,,,Farm/Agriculture,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11973,120.0,FHA,,,Burnaby,2021-04-10,2021-04-28,,,Retail,4.0,4.0,,No,,Unknown,,No,,No,,No,14-2021,51,,F22-1445 Records_Part3.pdf,,
11974,121.0,VCH,,,North Vancouver,2021-04-10,,2021-04-10,2021-04-25,Other,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,14-2021,52,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
11975,122.0,VCH,,,North Vancouver,2021-04-10,,2021-04-10,2021-04-28,Other,,8.0,Voluntarily closed by operator,Yes,,Yes,,No,,No,,No,14-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11976,123.0,VCH,,,Vancouver,2021-04-10,,2021-04-10,2021-05-05,Other,,9.0,Voluntarily closed by operator,Yes,,Yes,,No,,No,,No,14-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11977,124.0,VCH,,,West Vancouver,2021-04-10,,2021-04-10,2021-05-07,Retail,,3.0,Voluntarily closed by operator,Yes,,Yes,,No,,No,,No,14-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11978,125.0,NHA,,,Unknown,2021-04-10,2021-04-26,,,Shelter/SRO/Congregate Housing,2.0,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,14-2021,52,,F22-1445 Records_Part3.pdf,,Not closed
11979,126.0,FHA,,,Port Coquitlam,2021-04-11,2021-04-28,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11980,127.0,FHA,,,Langley,2021-04-11,2021-04-23,,,Restaurant/Bar/Lounge,7.0,7.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11981,128.0,FHA,,,Surrey,2021-04-11,2021-04-23,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11982,129.0,FHA,,,Surrey,2021-04-11,2021-04-21,,,Personal Care,3.0,3.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11983,130.0,FHA,,,Langley,2021-04-11,2021-04-19,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11984,131.0,FHA,,,Langley,2021-04-11,2021-04-11,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11985,132.0,FHA,,,Langley,2021-04-11,2021-05-20,,,Manufacturing/Industry,11.0,11.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11986,133.0,FHA,,,Delta,2021-04-11,2021-04-14,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11987,134.0,FHA,,,Langley,2021-04-11,2021-04-11,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11988,135.0,FHA,,,Burnaby,2021-04-11,2021-04-11,,,Retail,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11989,136.0,FHA,,,Coquitlam,2021-04-11,2021-04-26,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11990,137.0,FHA,,,Surrey,2021-04-11,2021-04-20,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11991,138.0,FHA,,,Coquitlam,2021-04-11,2021-04-22,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,
11992,139.0,FHA,,,Agassiz,2021-04-11,2021-04-27,,,Hospitality/Services,57.0,57.0,Closed,Yes,,Unknown,2021-04-12,No,,No,,No,15-2021,52,,F22-1445 Records_Part3.pdf,,Closed
11993,140.0,VCH,,,Vancouver,2021-04-11,,2021-04-11,2021-04-29,Maintenance/Trades/Construction,,3.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Not closed
11994,141.0,NHA,,,Unknown,2021-04-11,2021-04-26,,,Shelter/SRO/Congregate Housing,3.0,3.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Not closed
11995,142.0,FHA,,,Surrey,2021-04-12,2021-04-14,,,Other,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
11996,143.0,FHA,,,Delta,2021-04-12,2021-04-19,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
11997,144.0,FHA,,,Surrey,2021-04-12,2021-04-23,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
11998,145.0,FHA,,,Delta,2021-04-12,2021-05-02,,,Food Processing,14.0,14.0,Closed,Yes,,Unknown,2021-04-17,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
11999,146.0,FHA,,,Surrey,2021-04-12,2021-04-24,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12000,147.0,FHA,,,Burnaby,2021-04-12,2021-04-20,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12001,148.0,FHA,,,Port Coquitlam,2021-04-12,2021-04-16,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
12002,149.0,FHA,,,Port Coquitlam,2021-04-12,2021-05-14,,,Food Processing,6.0,6.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
12003,150.0,FHA,,,Surrey,2021-04-12,2021-04-24,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12004,151.0,FHA,,,Langley,2021-04-12,2021-05-23,,,Manufacturing/Industry,10.0,10.0,Closed,Yes,,Unknown,2021-04-13,Yes,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12005,152.0,FHA,,,Pitt Meadows,2021-04-12,2021-04-18,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
12006,153.0,FHA,,,Langley,2021-04-12,2021-05-07,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12007,154.0,FHA,,,Port Coquitlam,2021-04-12,2021-04-25,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12008,155.0,FHA,,,Burnaby,2021-04-12,2021-04-22,,,Office,9.0,9.0,Closed,Yes,,Unknown,2021-04-13,Yes,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,Closed
12009,156.0,FHA,,,Mission,2021-04-12,2021-04-13,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
12010,157.0,FHA,,,Burnaby,2021-04-12,2021-04-15,,,Other,9.0,9.0,,No,,Unknown,,No,,No,,No,15-2021,53,,F22-1445 Records_Part3.pdf,,
12011,158.0,FHA,,,Chilliwack,2021-04-12,2021-04-23,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-13,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12012,159.0,FHA,,,Surrey,2021-04-12,2021-04-25,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12013,160.0,VCH,,,Vancouver,2021-04-12,,2021-04-12,2021-05-01,Office,,4.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
12014,161.0,NHA,,,Unknown,2021-04-12,2021-04-29,,,Manufacturing/Industry,6.0,6.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Not closed
12015,162.0,FHA,,,Surrey,2021-04-13,2021-04-21,,,Gym/Fitness,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,
12016,163.0,FHA,,,Surrey,2021-04-13,2021-05-04,,,Transportation,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,
12017,164.0,FHA,,,Delta,2021-04-13,2021-05-21,,,Transportation,17.0,17.0,,No,,Unknown,,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,
12018,165.0,FHA,,,Surrey,2021-04-13,2021-04-25,,,Maintenance/Trades/Construction,5.0,5.0,,No,,Unknown,,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,
12019,166.0,FHA,,,Abbotsford,2021-04-13,2021-04-28,,,Gym/Fitness,15.0,15.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12020,167.0,FHA,,,Burnaby,2021-04-13,2021-05-04,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12021,168.0,VIHA,,,Victoria,2021-04-13,,2021-04-02,2021-04-17,Gym/Fitness,0.0,6.0,Closed,Yes,,No,,Unknown,,No,122.0,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12022,169.0,VIHA,,,Victoria,2021-04-13,,2021-04-11,2021-04-23,Other,0.0,7.0,Closed,Yes,,Yes,,Unknown,,No,116.0,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12023,170.0,VCH,,,Vancouver,2021-04-13,,2021-04-13,2021-05-05,Other,,19.0,Partially closed or widespread isolation by PH,Yes,,No,2021-04-16,Yes,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
12024,171.0,NHA,,,Unknown,2021-04-13,2021-05-06,,,Manufacturing/Industry,5.0,7.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12025,172.0,FHA,,,Surrey,2021-04-14,2021-05-06,,,Restaurant/Bar/Lounge,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,
12026,173.0,FHA,,,Surrey,2021-04-14,2021-04-27,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12027,174.0,FHA,,,Surrey,2021-04-14,2021-04-24,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12028,175.0,FHA,,,Surrey,2021-04-14,2021-04-24,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,54,,F22-1445 Records_Part3.pdf,,Closed
12029,176.0,FHA,,,Port Coquitlam,2021-04-14,2021-05-06,,,Maintenance/Trades/Construction,5.0,5.0,Closed,Yes,,Unknown,2021-04-14,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12030,177.0,FHA,,,Abbotsford,2021-04-14,2021-05-03,,,Farm/Agriculture,3.0,3.0,Closed,Yes,,Unknown,2021-04-15,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12031,178.0,FHA,,,Delta,2021-04-14,2021-05-19,,,Warehouse,6.0,6.0,,No,,Unknown,,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,
12032,179.0,FHA,,,Delta,2021-04-14,2021-05-09,,,Retail,11.0,11.0,,No,,Unknown,,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,
12033,180.0,FHA,,,Burnaby,2021-04-14,2021-04-27,,,Transportation,7.0,7.0,,No,,Unknown,,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,
12034,181.0,FHA,,,Port Coquitlam,2021-04-14,2021-04-27,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12035,182.0,VCH,,,Vancouver,2021-04-14,,2021-04-14,2021-05-05,Manufacturing/Industry,,4.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
12036,183.0,NHA,,,Unknown,2021-04-14,2021-04-29,,,Maintenance/Trades/Construction,3.0,4.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12037,184.0,FHA,,,Surrey,2021-04-15,2021-04-30,,,Gym/Fitness,13.0,13.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12038,185.0,FHA,,,Langley,2021-04-15,2021-05-06,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12039,186.0,FHA,,,Burnaby,2021-04-15,2021-05-11,,,Manufacturing/Industry,25.0,25.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12040,187.0,FHA,,,Burnaby,2021-04-15,2021-05-08,,,Transportation,12.0,12.0,Closed,Yes,,Unknown,2021-04-16,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12041,188.0,FHA,,,Langley,2021-04-15,2021-04-29,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-17,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12042,189.0,VCH,,,Vancouver,2021-04-15,,2021-04-15,2021-05-01,Office,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
